sic64,total_assets_2016,total_assets_2017,total_assets_2018,total_assets_2019,total_assets_2020,total_assets_2021,total_liabilities_2016,total_liabilities_2017,total_liabilities_2018,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,net_assets_2016,net_assets_2017,net_assets_2018,net_assets_2019,net_assets_2020,net_assets_2021
54,14697,9702,10618,8907,10165,NA,-1705,-2135,-1884,-1407,-2435,NA,16402,11837,12502,10314,12600,NA
1,6911.896,7276.834,7428.372,7883.716,7954.141,NA,-3035.7259999999997,-3049.5460000000003,-2762.9210000000003,-2838.322,-2510.422,NA,9947.622,10326.380000000001,10191.293000000001,10722.038,10464.563,NA
1,36397.019,44841.791,44594.453,61479,63742.475,NA,-7462.4169999999995,-5516.535,-5031.3730000000005,-4744,-5516.457,NA,43859.436,50358.326,49625.826,66223,69258.932,NA
1,682.029,1061.42,1221.047,1498.499,1309.013,1893.108,-355.78000000000003,-702.741,-829.459,-1053.711,-968.932,-1220.558,1037.809,1764.161,2050.506,2552.21,2277.9449999999997,3113.666
1,NA,NA,NA,4750,21536,NA,NA,NA,NA,-5042,-21845,NA,NA,NA,NA,9792,43381,NA
1,9539.031,10641.515,12606.392,13177.118,12753.359,NA,-174.259,-134.695,-152.527,-201.878,-204.00900000000001,NA,9713.29,10776.21,12758.919,13378.996000000001,12957.368,NA
1,3630.101,3691.834,4678.71,5691.85,5640.22,NA,-1925.4759999999999,-1802.2999999999997,-2196.55,-3048.044,-3005.0699999999997,NA,5555.577,5494.134,6875.26,8739.894,8645.29,NA
1,27347.783,31795.774,32206.498,30730.965,55244.36,NA,-8202.754,-11691.586000000001,-11862.033,-9582.814,-20468.871,NA,35550.537,43487.36,44068.531,40313.779,75713.231,NA
1,15132.402,16365.39,16546.482,16744.444,16396.291,NA,-6650.610000000001,-6843.926,-6413.614,-6299.305,-5629.041,NA,21783.012000000002,23209.316,22960.095999999998,23043.749,22025.332000000002,NA
1,16129.252,16670.027,17235.124,21317.872,21817.361,NA,-7063.224,-7509.623,-6556.362,-9780.951000000001,-10069.764000000001,NA,23192.476000000002,24179.649999999998,23791.486,31098.823,31887.125,NA
1,463.28886335322,632.073196691942,377.994194764048,306.713887072923,374.307112977562,NA,-331.997679937867,-567.8951827872111,-373.01753710842,-342.495903939291,-244.69917411287798,NA,795.286543291087,1199.968379479153,751.0117318724681,649.209791012214,619.00628709044,NA
60,13057.914,13295.898,13632.748,13868.365,14421.661,NA,-2253.111,-2529.882,-2657.5519999999997,-2762.311,-2900.21,NA,15311.025000000001,15825.779999999999,16290.3,16630.676,17321.871,NA
1,37264.404,44381.489,46684.476,36863.758,52105.054,NA,-15927.921,-20936.512,-20366.713,-8960.699,-11372.696,NA,53192.325000000004,65318.001000000004,67051.189,45824.457,63477.75,NA
1,18616.713,20197.89,20805.673,21363.025,24388.374,NA,-860.9290000000001,-808.153,-983.069,-1017.081,-979.158,NA,19477.642,21006.042999999998,21788.742,22380.106,25367.532,NA
1,6618.568,6310.527,6094.251,5402.213,5943.272,NA,-3341.8450000000003,-2741.1730000000002,-3305.8920000000003,-2340.4269999999997,-2871.509,NA,9960.413,9051.7,9400.143,7742.639999999999,8814.780999999999,NA
1,4116.1630375145,3803.13936212805,3273.94808189787,2782.55480066262,NA,NA,-2163.37452014227,-1654.00137696977,-1619.22203793412,-2616.16337093719,NA,NA,6279.537557656769,5457.14073909782,4893.17011983199,5398.71817159981,NA,NA
1,7354.263,7354.786,7258.117,1782.629,1363.875,NA,-2557.775,-2265.241,-1958.415,-1047.578,-802.523,NA,9912.038,9620.027,9216.532,2830.207,2166.398,NA
1,NA,NA,NA,7826.37,7985.452,NA,NA,NA,NA,-1916.4070000000002,-1935.105,NA,NA,NA,NA,9742.777,9920.557,NA
1,3127.98706062338,4123.00246271378,NA,3580.18881543871,3746.07578384993,NA,-1373.422738854409,-2159.154704660867,NA,-1394.5123706794382,-1633.6997302398681,NA,4501.409799477789,6282.1571673746475,NA,4974.701186118148,5379.775514089798,NA
1,1814.451,2151.322,3004.139,3584.259,3413.108,NA,-52.523,-59.753,-450.582,-379.344,-125.859,NA,1866.974,2211.0750000000003,3454.721,3963.603,3538.967,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1375.683,1399.995,2044.782,1862,1393,NA,-1366.11,-1266.066,-1723.156,-1695,-1519,NA,2741.7929999999997,2666.0609999999997,3767.938,3557,2912,NA
1,1956,NA,2317,3018,1388,NA,-211,NA,-442,-815,-914,NA,2167,NA,2759,3833,2302,NA
1,14752.562,14053.079,14077.828,11964.93,12218.305,NA,-12927.344,-12390.892,-12618.970000000001,-11008.524,-11946.182,NA,27679.906,26443.970999999998,26696.798000000003,22973.453999999998,24164.487,NA
1,5691.425,6886.48,9081.433,9700.463,8892.982,NA,-21247.1,-21284.135,-25286.067,-26059.661,-23866.902,NA,26938.524999999998,28170.614999999998,34367.5,35760.123999999996,32759.884,NA
1,NA,1352.699,1966.74,895.763,1156.043,NA,NA,-1210.488,-4494.141,-4667.153,-4103.665,NA,NA,2563.187,6460.880999999999,5562.916,5259.708,NA
1,2234,2751,3087,3783,5690,NA,-329,-255,-179,-420,-1493,NA,2563,3006,3266,4203,7183,NA
1,65369.1737478382,75668.8625506083,77091.8515817163,44199.5389911441,NA,NA,-130855.784235335,-148137.104065663,-155697.509887828,-124606.458561241,NA,NA,196224.9579831732,223805.9666162713,232789.3614695443,168805.9975523851,NA,NA
1,10313.05,10213.695,11292.5,11627.844,10483.299,NA,-7711.89,-7510.584,-11758.744,-11848.499,-11321.4,NA,18024.94,17724.279,23051.244,23476.343,21804.699,NA
29,456.572,455.149,501.103,539.25,579.852,NA,-183.223,-202.12,-186.739,-178.29,-280.568,NA,639.7950000000001,657.269,687.842,717.54,860.42,NA
1,2525.545,2028.78,1496.781,1786.468,2407.979,NA,-384.551,-664.5980000000001,-353.82800000000003,-400.058,-1201.665,NA,2910.096,2693.378,1850.609,2186.526,3609.644,NA
1,6810.62840994859,33368.8825879005,39939.7064198341,31765.1604717755,25081.3291803652,NA,-6254.6184565989715,-17187.18345136041,-22249.63139795951,-12237.856425610435,-5391.68347754795,NA,13065.24686654756,50556.06603926091,62189.33781779361,44003.01689738593,30473.01265791315,NA
44,7227.961,6889.125,49416.747,60950.126,74258.22,NA,-7524.137000000001,-1222.779,-3646.9619999999995,-12466.394,-19241.218,NA,14752.098000000002,8111.904,53063.709,73416.51999999999,93499.438,NA
1,7424.029,7142.071,7685.238,7659.603,7932.131,NA,-6668.848,-6353.532,-7485.269,-7890.398,-8469.538,NA,14092.877,13495.603,15170.507000000001,15550.001,16401.669,NA
1,NA,NA,0.001,1341.691,1578.892,NA,NA,NA,0,-1117.752,-1192.341,NA,NA,NA,0.001,2459.443,2771.233,NA
1,3940.78252244545,4452.69144587758,4812.81216034326,4973.78510347358,5556.51976382814,NA,-1521.236603880453,-1498.772847348994,-1442.878981008289,-1374.87566830955,-1500.6793236316312,NA,5462.019126325903,5951.464293226574,6255.691141351549,6348.66077178313,7057.1990874597705,NA
1,48935.1300732507,58298.5350746549,61415.2843655972,47004.1362813086,47196.3052020491,NA,-57902.162381839,-75091.75571385579,-78509.71018637765,-69439.0499035593,-73449.5250391801,NA,106837.2924550897,133390.2907885107,139924.99455197484,116443.1861848679,120645.8302412292,NA
1,NA,NA,NA,NA,496.32,NA,NA,NA,NA,NA,-27.505,NA,NA,NA,NA,NA,523.825,NA
1,11171.274,9701.062,10893.824,10300.292,9648.387,NA,-4333.908,-3181.814,-2601.367,-2920.874,-2853.732,NA,15505.182,12882.876,13495.191,13221.166,12502.119,NA
1,18533.052,15657.445,15948.895,16278.577,16661.485,NA,-3415.735,-517.07,-604.2729999999999,-881.686,-1812.7649999999999,NA,21948.787,16174.515,16553.168,17160.263,18474.25,NA
1,2490.269,2806.244,2390.048,2356.789,NA,NA,-979.2239999999999,-1479.181,-1129.451,-1066.485,NA,NA,3469.4929999999995,4285.425,3519.499,3423.2740000000003,NA,NA
1,2087.972,2179.368,2238.741,2401.772,2253.287,NA,-2458.279,-2460.8010000000004,-2382.116,-2467.682,-2156.9179999999997,NA,4546.251,4640.169,4620.857,4869.454,4410.205,NA
1,11994.579,9232.655,10146.14,9221.055,9221.501,NA,-5801.249,-3663.648,-2539.866,-3765.781,-4633.738,NA,17795.828,12896.303,12686.006,12986.836,13855.239000000001,NA
1,1671.71870676035,1784.10334073507,1910.21401134843,2079.59321836646,2218.28690939809,NA,-1041.9323154385345,-1088.2142764881585,-1165.2485848263398,-1302.207198491314,-1345.0536041733715,NA,2713.6510221988847,2872.317617223229,3075.4625961747697,3381.800416857774,3563.340513571461,NA
30,63.743,NA,428.089,535.541,690.92,NA,-47.36,NA,-403.75899999999996,-499.48,-616.659,NA,111.10300000000001,NA,831.848,1035.0210000000002,1307.579,NA
1,14432.132,13528.702,12476.235,12417.349,11496.918,NA,-11633.094,-10583.108,-9340.716,-9152.976999999999,-8148.89,NA,26065.226,24111.809999999998,21816.951,21570.326,19645.808,NA
1,5111.312,7131.373,3603.961,4625.548,9575.898,NA,-4789.258,-6984.919,-3538.236,-4552.942,-9483.962000000001,NA,9900.57,14116.292,7142.197,9178.49,19059.86,NA
1,4131,4902,5863,5107,NA,NA,-1813,-2771,-3457,-2681,NA,NA,5944,7673,9320,7788,NA,NA
1,1366.491,1593.529,1534.072,2115.91,NA,NA,-946.7280000000001,-1234.949,-1454.2849999999999,-3003.452,NA,NA,2313.219,2828.478,2988.357,5119.362,NA,NA
1,34878.978,34769.195,35278.602,33221.705,34694.122,NA,-6699.509,-6818.821,-7506.997,-7364.013000000001,-9467.963,NA,41578.487,41588.016,42785.599,40585.718,44162.08500000001,NA
48,NA,13385,23790,15299,14856,16683,NA,-13337,-23718,-15178,-14495,-15994,NA,26722,47508,30477,29351,32677
1,43468.307,45665.549,45961.198,47351.736,46784.839,54786.093,-5916.5740000000005,-5196.264999999999,-4824.466,-4685.42,-4980.87,-6423.727,49384.881,50861.814,50785.664,52037.155999999995,51765.709,61209.82
1,9079.612,9728.625,10059.479,10687.995,9372.765,NA,-128.01,-219.743,-188.495,-219.257,-236.502,NA,9207.622,9948.368,10247.974,10907.252,9609.267,NA
1,6654.893,3714.682,3928.269,4136.95,NA,NA,-6127.9580000000005,-3173.3190000000004,-3078.778,-2942.895,NA,NA,12782.851,6888.001,7007.047,7079.844999999999,NA,NA
1,4037.838,3513.013,3285.654,3687.151,3592.215,NA,-149.016,-165.443,-106.96,-146.451,-98.79,NA,4186.854,3678.456,3392.614,3833.602,3691.005,NA
1,35556.522,39342.393,39092.397,45324.005,46131.407,NA,-7443.053,-14546.66,-13688.640000000001,-15777.606,-15593.030999999999,NA,42999.575,53889.053,52781.037,61101.611,61724.437999999995,NA
1,3494.687,3691.643,3708.96,3775.064,NA,NA,-3456.3269999999998,-3681.1099999999997,-3958.067,-3915.6420000000003,NA,NA,6951.013999999999,7372.753,7667.027,7690.706,NA,NA
1,1168.26,1006.955,1514.314,889.836,954.67,NA,-1300.577,-1240.762,-1923.846,-1503.492,-1915.23,NA,2468.837,2247.717,3438.16,2393.328,2869.9,NA
1,1420,667,689,417,3512,NA,-1149,-527,-525,-281,-3249,NA,2569,1194,1214,698,6761,NA
1,NA,5343.78,5608.566,5782.62,5724.427,NA,NA,-489.388,-635.654,-855.184,-704.4659999999999,NA,NA,5833.168,6244.219999999999,6637.804,6428.893,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1819.905,2216.945,2208.5,2684.742,3082.554,NA,-1520.758,-1870.9789999999998,-1855.681,-2188.369,-2556.64,NA,3340.663,4087.924,4064.181,4873.111000000001,5639.1939999999995,NA
1,24858.093,23739.296,26624.869,25393.261,27311.717,NA,-372.164,-709.295,-2894.235,-828.647,-1335.755,NA,25230.257,24448.590999999997,29519.104,26221.908,28647.472,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,29120.495,28809.888,28765.194,32688.732,32762.936,NA,-4870.551,-6799.621,-6518.614,-7425.512,-7134.498,NA,33991.046,35609.509,35283.808,40114.244,39897.434,NA
1,5594.261,7363.555,7611.559,7517.415,7939.753,8643.945,-1936.8629999999998,-2392.168,-2598.8050000000003,-2388.49,-2644.124,-2784.57,7531.124,9755.723,10210.364000000001,9905.904999999999,10583.877,11428.515
1,5884.91768911569,6329.86462327406,4288.43045547724,7064.50915404753,8384.25494174126,NA,-1236.294678027243,-898.9928087379551,-625.806132190954,-320.083556771569,-363.799967521712,NA,7121.2123671429335,7228.857432012015,4914.236587668194,7384.592710819099,8748.054909262972,NA
1,13791.536,13982.166,14272.99,14161.609,13720.514,NA,-4538.3240000000005,-4417.581,-4484.759,-4315.342000000001,-3924.116,NA,18329.86,18399.747,18757.749,18476.951,17644.629999999997,NA
1,26395.258,29255.283,30338,9407,5627,NA,-42665.797,-46835.028999999995,-49388,-13385,-8639,NA,69061.055,76090.31199999999,79726,22792,14266,NA
1,NA,NA,NA,4086.756,4465.063,NA,NA,NA,NA,-4658.982,-6028.986,NA,NA,NA,NA,8745.738,10494.048999999999,NA
1,3997.549,3648.659,4012.396,3731.669,4233.896,NA,-1683.677,-1510.469,-1776.679,-1499.545,-1344.051,NA,5681.226,5159.128000000001,5789.075000000001,5231.214,5577.947,NA
4,4433.762,9695.561,4757.889,3684.867,1475.31,NA,-2302.114,-7155.312,-3648.095,-3032.354,-2950.521,NA,6735.876,16850.873,8405.984,6717.221,4425.831,NA
1,8533.033,7100.748,8344.415,7482.158,7178.87,NA,-3139.353,-2007.95,-1840.015,-1716.5810000000001,-1652.993,NA,11672.385999999999,9108.698,10184.43,9198.739000000001,8831.863,NA
1,2873.99,2485.602,2413.848,2264.807,2127.303,NA,-3371.031,-3214.548,-3346.424,-3286.754,-3343.189,NA,6245.021,5700.15,5760.272,5551.561,5470.492,NA
1,1768.992,2132.19,2146.476,2123.63,1041.256,NA,-1663.976,-1918.442,-2178.592,-2386.193,-1113.945,NA,3432.968,4050.632,4325.068,4509.823,2155.201,NA
1,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,-194.268,NA,NA,NA,NA,NA,194.568,NA
1,NA,NA,466.149940061146,906.274567205644,NA,NA,NA,NA,-105.357592246318,-267.758114726734,NA,NA,NA,NA,571.5075323074641,1174.032681932378,NA,NA
1,2030.326,2258.167,2303.625,2785.996,2823.394,2643.804,-1244.061,-1458.909,-1399.383,-1714.885,-1752.283,-1667.019,3274.3869999999997,3717.076,3703.008,4500.881,4575.677,4310.823
1,13897.87,15623.973,17769.045,25501.319,26437,NA,-40175.818,-44302.942,-47324.89,-21360.013,-22833,NA,54073.688,59926.915,65093.935,46861.331999999995,49270,NA
1,13915.064,14331.364,14662.863,14286.986,NA,NA,-5941.995,-6261.2480000000005,-5504.259,-5197.293,NA,NA,19857.059,20592.612,20167.122,19484.279000000002,NA,NA
1,2560.767,3058.804,3003.904,2821.59,2393.614,NA,-969.7750000000001,-957.182,-1056.664,-1732.776,-122.407,NA,3530.542,4015.986,4060.568,4554.366,2516.021,NA
1,2100,2623,2340,2773,373,NA,-162,-136,0,0,0,NA,2262,2759,2340,2773,373,NA
1,13168.153,13824.836,14193.353,14693.341,14586.44,NA,-333.547,-465.815,-421.522,-436.259,-778.537,NA,13501.7,14290.651,14614.875,15129.6,15364.977,NA
56,3713.455,4029.061,3894.689,3801.999,3779.301,NA,-626.888,-660.987,-693.806,-519.613,-328.155,NA,4340.343,4690.048,4588.495,4321.612,4107.456,NA
1,3008.586,3566.533,4366.661,10218.066,2525.244,NA,-1940.048,-3796.468,-6029.763,-7711.593,-9270.214,NA,4948.634,7363.001,10396.423999999999,17929.659,11795.458,NA
56,798.504,918.894,936.379,916.249,1045.982,NA,-331.555,-312.653,-457.94,-386.29,-600.771,NA,1130.059,1231.547,1394.319,1302.539,1646.753,NA
1,839.031,847.54,847.931,1394.853,837.202,NA,-442.191,-429.45599999999996,-406.64000000000004,-928.969,-350.778,NA,1281.222,1276.9959999999999,1254.5710000000001,2323.822,1187.98,NA
1,11813.64,11995.814,11992.585,12452.536,12883.14,NA,-282.62,-342.212,-417.87,-370.023,-380.9,NA,12096.26,12338.026,12410.455,12822.559,13264.039999999999,NA
1,1531.707,1681.193,1644.283,1549.23,1565.776,NA,-231.318,-131.917,-152.301,-151.259,-179.996,NA,1763.025,1813.11,1796.5839999999998,1700.489,1745.7720000000002,NA
1,19.13,15.465,13.752,52.634,286.851,558.597,-15.768,-15.885,-16.455,-22.075,-46.218,-107.49900000000001,34.897999999999996,31.35,30.207,74.709,333.069,666.096
1,5751.021,6200.739,7003.881,7334.346,7520.936,NA,-5822.584,-5967.491,-6324.402,-6763.0960000000005,-6633.431,NA,11573.605,12168.23,13328.283,14097.442,14154.366999999998,NA
1,8749.351,6931.131,7836.351,7433.661,6907.362,NA,-3244.902,-1913.426,-1756.307,-1984.2289999999998,-1729.315,NA,11994.253,8844.557,9592.658,9417.89,8636.677,NA
1,2962.931,2608.575,2769.43,2999.043,2070.684,NA,-2604.758,-1595.4879999999998,-1752.112,-1987.169,-3594.7839999999997,NA,5567.689,4204.063,4521.5419999999995,4986.212,5665.468,NA
1,3617.62,3312.135,3744.655,3718.773,3741.547,3277.51,-451.094,-575.521,-629.102,-630.23,-624.394,-554.793,4068.714,3887.656,4373.7570000000005,4349.003000000001,4365.941,3832.3030000000003
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1687.373,1700.733,1700.222,1774.699,2283.22,NA,-133.126,-143.047,-136.627,-167.851,-173.79,NA,1820.499,1843.78,1836.849,1942.5500000000002,2457.0099999999998,NA
1,1309.683,1397.146,1531.832,1762.349,1805.037,NA,-843.768,-807.441,-771.62,-759.994,-720.153,NA,2153.451,2204.587,2303.452,2522.343,2525.19,NA
1,1546,2276,3480,1817,NA,NA,-1694,-2329,-3580,-2060,NA,NA,3240,4605,7060,3877,NA,NA
60,3910.396,4228.552,4898.948,5057.628,4881.745,NA,-1747.685,-1557.207,-1696.097,-702.922,-532.808,NA,5658.081,5785.759,6595.045,5760.549999999999,5414.553,NA
1,6127.842,11433.323,11322.96,11565.643,11771.154,11905.491,-1032.239,-2075.552,-1941.018,-2013.1280000000002,-1987.855,-1892.444,7160.081,13508.875,13263.978,13578.771,13759.009,13797.935
1,131077,135019,137481,132410,127435.178,NA,-16087,-16081,-17411,-16724,-16660.783,NA,147164,151100,154892,149134,144095.961,NA
1,1342.982,1206.577,1155.373,1119,1010,NA,-1427.353,-1295.583,-1293.15,-1200,-1021,NA,2770.335,2502.16,2448.523,2319,2031,NA
1,1672.999,1730.299,1976.017,2327.531,1992.656,NA,-1672.998,-1730.298,-1976.0159999999998,-2327.5299999999997,-1992.655,NA,3345.9970000000003,3460.5969999999998,3952.033,4655.061,3985.3109999999997,NA
1,548.934,601.136,733.8,1003.288,2335.806,NA,-10.845,-10.371,-26.469,-9.751,-27.658,NA,559.779,611.507,760.269,1013.039,2363.464,NA
1,2049.377,2019.932,2092.418,2402.227,2647.09,NA,-1741.5520000000001,-1692.902,-1528.1970000000001,-1766.5839999999998,-1889.422,NA,3790.929,3712.834,3620.6150000000002,4168.811,4536.512000000001,NA
1,7527.818,6839.279,15674.872,15405.392,12328.351,NA,-4681.791,-4194.122,-4360.592,-5777.499,-2797.8869999999997,NA,12209.609,11033.401000000002,20035.464,21182.891,15126.238000000001,NA
1,699.662,750.559,1217.366,932.262,1055.17,1645.5,-199.894,-221.964,-418.545,-218.505,-314.216,-580.784,899.556,972.5229999999999,1635.911,1150.7669999999998,1369.386,2226.284
1,NA,NA,NA,NA,4935.318,NA,NA,NA,NA,NA,-8348.381000000001,NA,NA,NA,NA,NA,13283.699,NA
1,21624.529,20770.023,19785.593,17831.794,17227.093,NA,-2502.73,-3036.4440000000004,-3300.233,-1701.335,-1356.053,NA,24127.259,23806.467,23085.826,19533.129,18583.146,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,38066.861,40741.162,40028,37902,38831,39694,-14941.03,-15643.813,-14104,-14271,-14156,-14011,53007.890999999996,56384.975,54132,52173,52987,53705
1,3559.067,3743.706,3739.722,3782.504,3967.196,NA,-48.904,-66.685,-76.816,-241.392,-207.38099999999997,NA,3607.971,3810.391,3816.538,4023.8959999999997,4174.577,NA
1,20190.194,19965.95,20075.761,19937.663,20013.03,21891.492,-9401.198,-3231.172,-8689.689999999999,-2647.351,-2926.973,-3334.68,29591.392,23197.122,28765.450999999997,22585.014,22940.002999999997,25226.172
1,NA,1101.29,3698.923,4901.724,6012.516,NA,NA,-1092.392,-3557.3849999999998,-4912.474,-5947.840999999999,NA,NA,2193.682,7256.307999999999,9814.198,11960.357,NA
1,NA,NA,NA,58.893,51.251,NA,NA,NA,NA,-79.654,-71.609,NA,NA,NA,NA,138.547,122.85999999999999,NA
1,3229.503,3529.875,3910.192,4152.873,4357.349,NA,-577.3420000000001,-640.683,-763.7950000000001,-765.984,-788.21,NA,3806.8450000000003,4170.558,4673.987,4918.857,5145.559,NA
1,2138.455,2110.858,1899.498,1954.472,1985.442,NA,-1130.092,-1096.523,-1001.2900000000001,-878.124,-937.384,NA,3268.547,3207.3810000000003,2900.788,2832.596,2922.826,NA
1,11112.211,11215.108,12024.53,12520.691,12856.55,NA,-1354.863,-1236.897,-1720.8719999999998,-1853.19,-1771.824,NA,12467.073999999999,12452.005000000001,13745.402,14373.881000000001,14628.374,NA
63,793.091,780.042,818.822,859.396,811.997,NA,-90.584,-102.974,-108.971,-150.829,-124.574,NA,883.675,883.0160000000001,927.793,1010.2249999999999,936.5709999999999,NA
1,524.183,540.094,1157.181,1140.522,918.792,NA,-493.589,-497.36400000000003,-1036.828,-1061.749,-806.181,NA,1017.7719999999999,1037.458,2194.009,2202.2709999999997,1724.973,NA
1,825.883022830296,1021.2784471209,929.671757540106,706.82539629142,NA,NA,-313.332010892214,-444.192025481299,-331.03611982785,-381.985058984139,NA,NA,1139.21503372251,1465.470472602199,1260.707877367956,1088.810455275559,NA,NA
1,354.723114863903,267.375845437624,414.714857404299,438.298457064853,849.723670135056,NA,-363.195669744706,-154.4358906738776,-225.63072713648882,-148.3291908913989,-192.9287832487799,NA,717.918784608609,421.81173611150155,640.3455845407877,586.6276479562518,1042.6524533838358,NA
1,NA,5515.936,5618.548,5727.206,5146.741,5540.706,NA,-287.791,-100.548,-121.398,-95.093,-329.527,NA,5803.727,5719.096,5848.604,5241.834,5870.233
1,449.089108146437,671.586203814411,715.048661191392,771.166931716152,1002.93359651226,NA,-403.79247169632,-565.539456286559,-459.103432945629,-456.812744157144,-508.615881603671,NA,852.881579842757,1237.12566010097,1174.1520941370209,1227.979675873296,1511.549478115931,NA
1,578.991,778.915,923.318,1023.939,1246.398,NA,-236.675,-477.164,-641.667,-752.368,-971.692,NA,815.6659999999999,1256.079,1564.9850000000001,1776.307,2218.09,NA
61,4466.361,4187.279,4104.031,3832.684,4026.896,NA,-87.043,-30.34,-33.4,-40.502,-39.935,NA,4553.4039999999995,4217.619000000001,4137.431,3873.186,4066.831,NA
1,3049.629,3206.646,3293.206,3546.774,3568.682,NA,-83.374,-122.506,-137.757,-115.659,-123.595,NA,3133.0029999999997,3329.152,3430.963,3662.433,3692.2769999999996,NA
1,0.016,0.001,36.739,2934.827,2552.511,NA,0,-0.045,-89.785,-345.264,-119.781,NA,0.016,0.046,126.524,3280.0910000000003,2672.292,NA
1,502.724,535.618,677.404,721.942,1110.037,1377.205,-324.217,-303.8,-366.292,-338.175,-492.497,-564.896,826.941,839.4180000000001,1043.696,1060.117,1602.534,1942.1009999999999
1,2657.8579458934,2766.57798400178,2851.82956688301,2801.28141345197,3313.93959531674,NA,-175.450776952159,-160.497403964365,-156.541046145296,-187.623999431278,-223.626362854021,NA,2833.308722845559,2927.0753879661447,3008.3706130283063,2988.905412883248,3537.565958170761,NA
1,NA,1483.5,1518.837,2140.894,1978.773,NA,NA,-193.701,-58.165,-393.907,-123.699,NA,NA,1677.201,1577.002,2534.801,2102.4719999999998,NA
1,927.056,1279.584,1199.212,1211.482,1454.278,NA,-120.677,-108.927,-150.37,-111.515,-87.546,NA,1047.733,1388.511,1349.5819999999999,1322.997,1541.824,NA
43,15369.1674269035,NA,48309.5946401962,38156.6589007493,33831.2856751194,NA,-16831.463736226346,NA,-49549.692408693874,-38830.156867970574,-34110.37835451266,NA,32200.631163129845,NA,97859.28704889008,76986.81576871988,67941.66402963205,NA
1,542.832,1223.342,2021.295,4058.575,5058.025,NA,-158.839,-289.35900000000004,-996.6919999999999,-4420.039,-7971,NA,701.671,1512.701,3017.987,8478.614,13029.025,NA
1,1471.414,1526.129,1828.677,2109.916,1272.569,NA,-1247.014,-1166.321,-1469.3380000000002,-1631.839,-602.283,NA,2718.428,2692.45,3298.0150000000003,3741.755,1874.8519999999999,NA
1,16538.015,23352.23,19940.55,18526.94,18597.22,NA,-12228.05,-18638.139,-15261.073999999999,-11947.037,-11954.494,NA,28766.065,41990.369,35201.623999999996,30473.977,30551.714,NA
54,1232.06525540471,1282.32205711932,1260.66548829405,1249.43313279624,1376.56315359541,NA,-186.771508655756,-176.14336893309,-171.601793914657,-186.795244291147,-213.195110973389,NA,1418.8367640604658,1458.46542605241,1432.267282208707,1436.228377087387,1589.7582645687992,NA
1,75.3137106776511,82.2927057576564,81.8388650963036,62.9262182155009,123.133593060492,NA,-31.9217842993429,-50.2945933647504,-65.2298256063373,-62.6305572290341,-45.4233036759755,NA,107.235494976994,132.58729912240682,147.0686907026409,125.556775444535,168.5568967364675,NA
1,274.254,524.248,500.14,606.161,NA,NA,-201.361,-353.46,-224.964,-245.897,NA,NA,475.615,877.7080000000001,725.104,852.058,NA,NA
1,340.341,397.599,520.474,910,347,NA,-324.827,-365.808,-446.512,-808,-426,NA,665.168,763.4069999999999,966.9860000000001,1718,773,NA
1,14046.154,5893.501,4167.581,4302.607,563.528,NA,-11803.089,-4948.019,-3754.084,-5110.445,-1835.003,NA,25849.243000000002,10841.52,7921.665,9413.052,2398.531,NA
1,5764.889,5678.246,6058.612,6197.861,NA,NA,-5804.787,-5717.464,-6094.482,-6239.865,NA,NA,11569.676,11395.71,12153.094000000001,12437.725999999999,NA,NA
1,1794.621,1057.787,1708.296,1507.793,1702.816,NA,-1590.628,-652.364,-1738.2930000000001,-1676.385,-2196.108,NA,3385.249,1710.151,3446.589,3184.178,3898.924,NA
1,NA,NA,NA,NA,401.574,NA,NA,NA,NA,NA,-45.379999999999995,NA,NA,NA,NA,NA,446.954,NA
1,26256,28155,26689,25993,27576,NA,-19922,-20414,-20507,-20622,-21891,NA,46178,48569,47196,46615,49467,NA
1,240.359,279.235,333.982,1480.692,2860.117,2954.113,-467.094,-521.711,-588.503,-1744.27,-3178.84,-3343.315,707.453,800.946,922.4850000000001,3224.962,6038.957,6297.428
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1256.222,1265.662,1368.923,1380.528,2056.237,NA,-333.064,-299.85900000000004,-267.256,-232.34699999999998,-815.2360000000001,NA,1589.286,1565.5210000000002,1636.179,1612.875,2871.473,NA
1,6637.782,7563.571,7384.251,7611.282,7739.234,NA,-1080.3110000000001,-1883.725,-1664.8020000000001,-1734.907,-1900.99,NA,7718.093000000001,9447.296,9049.053,9346.189,9640.224,NA
1,NA,NA,389.88,1331.817,1167.025,NA,NA,NA,-384.267,-1317.484,-1142.549,NA,NA,NA,774.1469999999999,2649.301,2309.574,NA
